Organization,Account,Report_Year_End,Report_Month_End,Incentive,Have_Target,Scope3,Savings_Proj_10,Invest_10,Year_MWh,Year_Scope1,Year_Scope2,CDP_Report,Savings_Proj,Savings_Real,Invest,Intensity_FTE,Intensity_Rev
Triumph Pharmaceuticals,29912,2009,12,0,0,288,0,0,57,34,48,2010,,,,,
Philip Morris International,14712,2009,12,1,1,52270,41440,14100000,775136,305004,411467,2010,,,,,
"Legg Mason, Inc.",10612,2009,12,0,0,2798,3252,0,43967,554,20541,2010,,,,,
Kraft Foods,10312,2009,12,1,1,78410590,67052,35078366,2716234,1263250,1305735,2010,,,,,
"All Access Apparel, Inc.",23612,2009,12,1,0,1204,49,40000,833144,262,333,2010,,,,,
Masco Corporation,11411,2009,12,1,1,5040,30000,3000000,614275,197975,355275,2010,,,,,
Campbell Soup Company,2611,2009,7,1,1,,16500,62000000,703940,492144,386940,2010,,,,,
Alcoa Inc.,511,2009,12,1,1,1823359,20700000,0,65220015,26014142,21242774,2010,,,,,
"Constellation Energy Group, Inc.",3806,2009,12,1,1,824627,1709590,1000000,123879,15678960,64579,2010,,,,,
BB&T Corporation,1610,2009,12,0,0,,2272,1122723,203377,1942,126967,2010,,,,,
L'Koral Llc,30009,2010,8,0,0,,0,0,0,0,0,2010,,,,,
KAYO Clothing Company,23509,2009,12,1,0,3783,0,0,2762,4929,1743,2010,,,,,
Cliffs Natural Resources Inc,22408,2008,12,0,0,,0,0,0,4360000,3600000,2010,,,,,
Cliffs Natural Resources Inc,22408,2007,12,,,,,,0,3380000,3460000,2010,,,,,
Cliffs Natural Resources Inc,22408,2006,12,,,,,,0,4000000,3300000,2010,,,,,
Chef's Requested Foods,23508,2010,1,0,1,,0,0,1715,2716448,2462,2010,,,,,
MeadWestvaco Corp.,11607,2009,12,1,1,550000,1080000,95200000,1583192,2077203,765653,2010,,,,,
Clorox Company,3507,2008,12,,,,,,565615,74213,316524,2010,,,,,
Clorox Company,3507,2009,12,1,1,376117,7,0,527946,73312,297087,2010,,,,,
Sealed Air Corp.,16606,2009,12,0,1,,15000,0,945492,201443,484273,2010,,,,,
"Prudential Financial, Inc.",15306,2009,12,1,1,11735,5200,7000000,166492,5577,84672,2010,,,,,
LNC Apparels,29909,2010,7,0,0,,270,0,1427,5415,29,2010,,,,,
Costa Farms,31026,2009,1,,,,,,8789,1713,5368,2010,,,,,
Apache Corporation,804,2009,12,1,1,,550414,151369000,582754,10985000,557000,2010,,,,,
Dow Chemical Company,4826,2009,12,1,1,3221600,1000000,0,19900000,27505000,8108000,2010,,,,,
Union Pacific Corporation,19845,2009,12,1,0,,0,6000000000,0,10030828,0,2010,,,,,
"TJX Companies, Inc.",19145,2010,1,0,0,10209,25530,0,1374005,48393,764633,2010,,,,,
"Gilead Sciences, Inc.",7345,2009,12,1,1,15470,0,0,83605,22178,31298,2010,,,,,
Anadarko Petroleum Corporation,745,2008,12,1,0,,0,0,1093644,7230684,622058,2010,,,,,
Humana Inc.,8644,2009,12,0,0,7175,112,86703,172040,10662,115368,2010,,,,,
SUPERVALU INC.,17943,2007,12,,,,,,3746500,1076700,208400,2010,,,,,
SUPERVALU INC.,17943,2008,12,,,,,,3720100,1037200,2067400,2010,,,,,
SUPERVALU INC.,17943,2009,12,0,0,67200,241200,100000000,3641900,1005400,2014500,2010,,,,,
"SunTrust Banks, Inc.",17942,2009,12,0,0,,0,11240000,0,0,0,2010,,,,,
Sherwin-Williams Company,16842,2009,12,1,1,,28187,9637500,0,245842,279526,2010,,,,,
Progress Energy Inc.,15142,2009,12,1,1,,0,0,0,48611013,0,2010,,,,,
Raytheon Company,15541,2008,12,,,,,,1054562,116490,511873,2010,,,,,
Raytheon Company,15541,2009,12,1,1,,21620,0,1031218,109449,503914,2010,,,,,
"Macy's, Inc.",11141,2010,1,0,0,,0,0,0,0,0,2010,,,,,
"Coventry Health Care, Inc.",3941,2009,12,0,0,,0,0,0,0,0,2010,,,,,
Texas Instruments Incorporated,18640,2009,12,0,1,,22000,2100000,2074907,675230,1045726,2010,,,,,
Quest Diagnostics Incorporated,15440,2007,12,,,,,,305404,98622,186158,2010,,,,,
Quest Diagnostics Incorporated,15440,2008,12,,,,,,292734,94974,178435,2010,,,,,
Quest Diagnostics Incorporated,15440,2009,12,1,1,26541,26267,0,280890,88109,171215,2010,,,,,
Comerica Incorporated,3640,2009,12,1,0,24469,3317,3224200,88291,8088,54128,2010,,,,,
Xcel Energy Inc.,20839,2009,12,1,1,19336894,20800000,4222000000,72169,55192251,1007224,2010,,,,,
"Analog Devices, Inc.",746,2009,12,0,1,,145,1250000,206569,48447,101531,2010,,,,,
Novellus Systems,13546,2009,12,0,0,,4804,7961,60147,3534,23028,2010,,,,,
Qwest Communications International Inc.,15446,2009,12,1,0,53283,5458,0,1878554,165808,1182905,2010,,,,,
Garan Manufacturing Corp,30047,2009,12,0,1,,89,0,12734,544,4982,2010,,,,,
Costa Farms,31026,2010,1,0,0,23903,0,0,8789,1713,5368,2010,,,,,
Entergy Corporation,5653,2009,12,1,1,,0,13100000,5760000,30409191,12457565,2010,,,,,
Starbucks Corporation,17652,2007,10,,,,,,0,228742,684111,2010,,,,,
Starbucks Corporation,17652,2009,9,1,0,,0,0,0,0,0,2010,,,,,
Sempra Energy,16652,2008,12,0,0,5492865,0,0,0,10693337,471648,2010,,,,,
International Paper Company,9352,2009,12,0,1,,0,30000000,6000000,9750000,4660000,2010,,,,,
Duke Energy Corporation,5052,2009,12,0,1,,0,0,0,84989000,0,2010,,,,,
Bank of America,1452,2009,12,1,1,804626,190131,743041088,3656485,134301,1889319,2010,,,,,
"Medtronic, Inc.",11651,2010,4,0,1,,0,0,346337,27141,200574,2010,,,,,
CVS Caremark Corporation,4151,2009,12,0,0,10268,0,0,2789611,156634,1559910,2010,,,,,
Curtis Packaging,29751,2009,12,0,0,,321,96218,3943,550,1690,2010,,,,,
Mead Johnson Nutrition Co-A,22339,2009,12,1,0,,0,0,107308,83272,107308,2010,,,,,
ConocoPhillips,3751,2009,12,1,0,,0,0,18089657,60679122,7604919,2010,,,,,
Wisconsin Energy Corporation,20750,2009,12,0,0,,0,0,0,18699365,0,2010,,,,,
"S.C. Johnson & Son, Inc.",30450,2009,12,1,1,,72400,16700000,211506,89616,125735,2010,,,,,
Occidental Petroleum Corporation,13649,2009,12,1,0,,0,0,0,10300000,6200000,2010,,,,,
Sprint Nextel Corporation,17548,2009,12,1,1,22317,0,0,3470593,68761,1971104,2010,,,,,
Molson Coors Brewing Company,12348,2009,12,1,1,27421,121000,6000000,1048307,452858,544683,2010,,,,,
Kimberly-Clark Corporation,10148,2009,12,1,1,687044,180000,0,5605745,2569255,3049098,2010,,,,,
Hawaiian Electric Industries,8148,2008,12,,,,0,0,0,5205870,0,2010,,,,,
Fantasia Accessories,23548,2009,12,1,1,,2,25000,0,18,18,2010,,,,,
"Mattel, Inc.",11547,2009,12,0,0,,0,0,282278,15553,177764,2010,,,,,
Marathon Oil Corporation,11347,2009,12,1,1,,0,0,0,13750000,4550000,2010,,,,,
Colgate Palmolive Company,3551,2009,12,1,1,93673,47298,14600000,847062,260906,433197,2010,,,,,
Land N Sea Inc,30039,2009,12,0,0,,0,0,0,0,0,2010,,,,,
Questar Corporation,15438,2008,12,0,1,,0,0,36015,3293124,79277,2010,,,,,
Elan Polo International,29831,2010,5,0,1,,1101,2400000,51142,660,36729,2010,,,,,
"PNC Financial Services Group, Inc.",14830,2009,12,0,0,96752,2111,0,586548,15669,360533,2010,,,,,
Monsanto Company,12330,2008,12,1,1,,0,0,1844500,1323000,814000,2010,,,,,
Microsoft Corporation,11930,2009,12,1,1,289194,170683,0,2284698,41649,1035385,2010,,,,,
"Fiserv, Inc.",6430,2009,12,0,0,,0,0,0,0,0,2010,,,,,
"Marriott International, Inc.",11329,2009,12,1,0,,0,0,0,456979,1992937,2010,,,,,
Johnson & Johnson,9829,2009,12,1,1,256897,99565,117400000,1942794,337217,939512,2010,,,,,
"Cisco Systems, Inc.",3329,2009,7,1,1,6733427,547501,105610750,1292882,53579,590755,2010,,,,,
Tyco Electronics Ltd.,19628,2009,9,1,1,,0,0,907482,335518,442713,2010,,,,,
"Tellabs, Inc.",18428,2009,12,0,0,9156,0,0,62690,2684,29581,2010,,,,,
Freeport-Mcmoran Copper & Gold,23228,2009,12,1,0,,38900,0,0,4874500,3760800,2010,,,,,
Del Monte Foods,4428,2009,12,1,1,,0,0,0,189929,178505,2010,,,,,
Ball Corporation,1328,2009,12,0,1,,8592,0,2048912,331282,1170135,2010,,,,,
Bag Bazaar,30028,2010,1,1,1,,206,0,10356,0,4134,2010,,,,,
"Altria Group, Inc.",628,2009,12,0,1,5427,63570,0,547291,268602,294565,2010,,,,,
Spectra Energy Corp,17527,2009,12,1,1,6156980,1077202,23525000,1711,8915000,1041000,2010,,,,,
"Praxair, Inc.",15027,2009,12,1,0,226120,1010000,0,16702134,4147267,9068047,2010,,,,,
Invesco Ltd,9327,2010,1,1,1,3836,300,244000,17597,15,8470,2010,,,,,
Avery Dennison Corporation,1227,2009,12,0,1,,0,0,429531,170904,267802,2010,,,,,
"PPG Industries, Inc.",14926,2009,12,1,1,489,41000,0,2770151,3825489,1637950,2010,,,,,
News Corporation,13126,2009,6,1,1,44735,10913,0,936467,86008,511079,2010,,,,,
"Becton, Dickinson and Co.",1639,2009,12,0,1,,0,0,854454,125858,404378,2010,,,,,
"Home Depot, Inc.",8526,2009,12,1,1,,656000,256400000,0,0,0,2010,,,,,
Johnson Controls,9831,2009,10,1,1,54359,80450,7735189,2193379,502582,1175306,2010,,,,,
Kroger,10331,2010,1,0,0,,0,60000000,0,1785872,4550147,2010,,,,,
Halliburton Company,8027,2010,3,0,0,42,0,0,263735,3688812,149592,2010,,,,,
"ConAgra Foods, Inc.",3732,2009,5,1,1,544787,9505,0,0,1078739,1129999,2010,,,,,
Oakhurst Dairy,13631,2009,12,0,1,,0,0,0,10183,3293,2010,,,,,
"Motorola, Inc.",12537,2009,12,0,1,19945673,0,0,759631,33217,400156,2010,,,,,
Windstream Corporation,20736,2010,1,0,0,,0,0,0,0,0,2010,,,,,
"Jabil Circuit, Inc.",9638,2009,12,1,1,84499,11000,0,676026,22850,416264,2010,,,,,
Exxon Mobil Corporation,6136,2009,12,1,1,,9600000,6300000000,0,128000000,15000000,2010,,,,,
Cummins Inc.,4136,2009,12,0,1,5816,44387,8170000,639618,205919,391105,2010,,,,,
"Air Products & Chemicals, Inc.",435,2009,12,1,0,103500,1000000,0,16000000,12650000,8320000,2010,,,,,
Herman Miller,23634,2007,12,,,,,,0,31782,76557,2010,,,,,
Herman Miller,23634,2008,12,,,,,,0,28053,65178,2010,,,,,
Herman Miller,23634,2009,12,1,1,33174,13000,0,0,23135,60113,2010,,,,,
"ADVANCED MICRO DEVICES, INC",334,2009,12,1,0,363728,0,0,390033,36319,164209,2010,,,,,
Textron Inc.,18633,2009,12,1,1,,0,0,776348,122207,485248,2010,,,,,
JDS Uniphase Corp.,9736,2010,6,0,1,4865,21633,2000000,91320,9664,31170,2010,,,,,
"Limited Brands, Inc.",10733,2009,12,0,0,483564,54920,0,535120,33673,312831,2010,,,,,
"Dominion Resources, Inc.",4832,2008,12,1,0,285630,430555,1025000,292138,59132814,766833,2010,,,,,
Downs Food Group,23632,2009,12,,1,,0,0,6711,8030,5580,2010,,,,,
Owens Corning,14132,2009,12,1,1,31913,1722500,0,2316842,4226481,1207391,2010,,,,,
Procter & Gamble Company,15132,2009,6,1,1,,0,0,0,2625000,3199000,2010,,,,,
RRI Energy Inc,21632,2009,12,0,0,,0,0,0,20805224,0,2010,,,,,
CMS Energy Corporation,3538,2009,12,0,0,,0,0,52372,18196261,44330,2010,,,,,
"Adobe Systems, Inc.",333,2009,12,1,1,34635,22984,12588192,65181,2793,27542,2010,,,,,
"Allergan, Inc.",533,2009,12,1,1,10875,583,750000,136026,42351,52269,2010,,,,,
Dell,4433,2010,1,1,1,76550,7966,0,596171,31387,361885,2010,,,,,
SunGard,29932,2009,12,0,0,,0,0,0,20000,520000,2010,,,,,
Kohl's Corporation,10233,2009,12,0,1,195001,0,0,1335423,28004,833834,2010,,,,,
jcpenney,22370,2010,12,1,1,163321,,,2285229,109201,1072442,2011,,,0,7.57,66.52
Idacorp Inc,8770,2010,12,0,1,0,,,22973149.69,6900259,9118,2011,,,0,3367.16,6852165
Huntington Bancshares Incorporated,8670,2010,12,,0,0,,,0,10452,81227,2011,,,0,,
Carnival Corporation,2870,2010,11,1,1,46246,,,37868197,10700267,48370,2011,,,0,120.8,743
Wyndham Worldwide Corporation,20869,2010,12,1,0,0,,,987943,100814,297571,2011,,,0,15.09,0
Whirlpool Corporation,20669,2010,12,0,1,130472837,,,2577579,233300,592461,2011,,,0,11.66,44.96
United Continental Holdings,19569,2010,12,1,0,7271507,,,133300842,33031705,235277,2011,,,0,408,0.00098
Simon Property Group,17069,2010,12,1,1,11522,,,1170938,23432,582837,2011,,,0,121.3,0.15
ProLogis,15169,2010,12,1,1,2365.22,,,15072,2044.51,5842.85,2011,,,0,7.22,8.68E-06
Pall Corporation,14268,2010,7,1,1,0,,,412220,37730,112665,2011,,,550000,,0.063
"Blue Coat Systems, Inc.",1868,2011,4,0,0,12961.45,,,17574,35,6756,2011,,,13000,5.25,13.9
Applied Materials Inc.,868,2010,12,1,1,36863,,,309000,30000,149000,2011,,,312000,13.77,18.81
Visteon,20265,2008,12,,,,,,,88075,349389,2011,,,,,
"Lexmark International, Inc.",10666,2010,12,1,1,9783,,,299752,17531,140785,2011,,,4000000,12,4.00E-05
Intuit Inc.,9366,2010,7,0,1,52674,,,122902,6335,36701,2011,,,0,5.6,12.46
General Electric Company,7166,2010,12,1,1,0,,,14759200,2500000,3150000,2011,,,7777519,19.69,37.62
Western Digital Corp,22865,2010,7,0,0,31517,,,982691,10717,508427,2011,,,3000000,8,53
"Avon Products, Inc.",1271,2010,12,1,1,7678,,,452562,75047,103234,2011,,,4890596,,16.61
Visteon,20265,2007,12,,,,,,,120262,386346,2011,,,,,
Eastman Chemical Company,5169,2010,12,1,1,0,,,0,0,0,2011,,,1000000,,
"McCormick & Company, Incorporated",11566,2010,11,1,1,0,,,191051,14393,60317,2011,,,300000,10,2.20E-05
JPMorgan Chase & Co.,9871,2010,12,1,1,137804,,,2577104,96034.4,1226197.1,2011,,,0,5.51,12.88
Eli Lilly & Co.,5377,2010,12,0,1,227371,,,3587925,454521,1167098,2011,,,41120000,42.29,70.27
MGM Resorts International,11876,2010,12,0,1,0,,,2296880,207653,738536,2011,,,0,18.19,0.157
Visteon,20265,2009,12,,,,,,,58756,291390,2011,,,,,
"Consolidated Edison, Inc.",3776,2010,12,1,1,25745818,,,21148936,3838598,1375499,2011,,,447790000,343,340
Wells Fargo & Company,20575,2010,12,1,1,124316,,,3248781,116858,1485930,2011,,,0,5.89,1.88E-05
Verizon Communications Inc.,20175,2010,12,0,1,0,,,12459409.73,567297,5495301,2011,,,0,,
Varian Medical Systems Inc,22874,2010,9,0,0,13208,,,119334.5,42807,20100,2011,,,0,12,2.67E-05
Reynolds American Inc.,15774,2010,12,1,1,0,,,981007,117383,192231,2011,,,0,54.3,3.62E-05
Nstar,13574,2010,12,1,1,0,,,236004,167560,20049,2011,,,117650472,62.54,64.32
Hess Corporation,8274,2010,12,0,1,40308994,,,16228692,8452627,581438,2011,,,0,655,267
Baxter International Inc.,1574,2010,12,1,1,2144000,,,2674030,339720,461280,2011,,,0,16.7,62.4
Baxter International Inc.,1574,2008,12,,,,,,,336510,467490,2011,,,,,
"Stanley Black & Decker, Inc.",17673,2010,12,1,1,241878,,,981559,100374,281131,2011,,,0,10.3,45.4
VF Corp,22872,2010,12,1,0,18334,,,816747,93585,192072,2011,,,0,6.08,3.71E-05
The Hertz Corporation,8272,2010,12,0,0,0,,,0,107321,104411,2011,,,0,4.22,2.82E-05
"Ryder System, Inc.",16072,2010,12,1,0,13510,,,2089642,461828,86420,2011,,,0,21.17,0.000107
Edison International,5272,2010,12,1,0,0,,,0,56700000,0,2011,,,0,2819,0.005
Public Service Enterprise Group Inc.,15271,2010,12,1,1,66428619,,,93297389,22893828,1250417,2011,,,0,2360,0.002047
"Genworth Financial, Inc.",7271,2010,12,0,0,59078,,,32128,176,15039,2011,,,0,2.33,2.18
Visteon,20265,2010,12,1,1,8392,,,1066815,66671,347650.1,2011,,,0,,51.78
iLovetoCreate,32459,2010,12,0,1,0,,,3465,298,615,2011,,,0,5.7,2.14E-05
Jacobs Engineering Group Inc.,22365,2010,9,0,0,10402,,,35978.6,6382,6668,2011,,,0,1.98,1.30E-05
"Salesforce.com, Inc.",16158,2011,1,1,0,20441.74,,,37829.66,1764,11535,2011,,,0,2.506458538,0.01018646
Cincinnati Financial Corporation,3358,2010,12,0,0,0,,,104241.13,17913.93,22899.12,2011,,,0,10.05,10.82
"Starwood Hotels & Resorts Worldwide, Inc",17657,2010,12,1,1,1416319.19,,,6537176.65,593548.97,2376293.55,2011,,,0,20.48,5.86
Biogen Idec Inc.,1857,2010,12,1,1,11758,,,356183,46069,56446,2011,,,3097563,21.49,22.31
Kellogg Company,10056,2010,12,1,1,260000,,,4360401,580482,762927,2011,,,0,43.34,108
General Mills Inc.,7156,2010,4,1,1,452295,,,2441294,279484,723042,2011,,,0,30.3,67.7
Baker Hughes Incorporated,1356,2011,1,1,1,116600,,,1393000,300000,300000,2011,,,7500000,16,0.06
Aetna Inc.,356,2011,6,0,0,16596,,,160136,7317,54484,2011,,,0,,
Plum Creek Timber Co. Inc.,14854,2010,12,1,1,292061,,,1079350,32160,102815,2011,,,1013953,112.3,0.000113
"Salesforce.com, Inc.",16158,2010,1,,,,,,,1878,8951,2011,,,,,
Ecolab Inc.,5154,2010,12,1,1,12595.88,,,143486328,186012,87552,2011,,,0,10.32316,4.49E-05
Brown-Forman Corporation,2354,2010,12,1,1,4828,,,740743,125267,75667,2011,,,0,51.84,0.000235
Akamai Technologies Inc,454,2010,12,0,1,66034,,,159919,198.6,72858,2011,,,40000,37.14,7.30E-05
Teradyne Inc.,18553,2010,12,0,1,3297,,,61170,2343,23787,2011,,,350524,8.71,16.24
Entergy Corporation,5653,2010,12,1,1,14632716,,,7138300,33967962,818706,2011,,,646100000,2325.6,3028.1
Starbucks Corporation,17652,2010,10,1,1,0,,,1323757,209828,804277,2011,,,0,7.4,9.48E-05
Sempra Energy,16652,2010,12,1,1,4755062,,,0,10053417,328629,2011,,,0,904,0.0013
International Paper Company,9352,2010,12,0,1,21000,,,0,9559400,4074500,2011,,,45000000,229,0.000545
Rockline Industries,23577,2010,6,1,1,144233,,,23671206,4097,17652,2011,,,375800,11.1,5.49E-05
Duke Energy Corporation,5052,2010,12,0,1,0,,,425408683,90612245,0,2011,,,0,0.0049,0.007
Corning Incorporated,23254,2009,12,1,0,0,,,3000000,266635,908817,2011,,,0,,217
"Merck & Co., Inc.",11765,2010,12,1,1,300299,,,7485981,1046881,1028780,2011,,,21300000,22,4.50E-05
"Salesforce.com, Inc.",16158,2009,1,,,,,,,367,2586,2011,,,,,
The Hershey Company,18859,2010,12,1,1,159886,,,4104400,129274,274512,2011,,,4891200,41.9,0.071
Deere & Company,4365,2010,12,1,1,37656,,,3256801,455171,881473,2011,,,0,,62.61
Cott Corporation,3965,2010,12,0,0,0,,,1029782,38008,61198,2011,,,0,97.93,
"Coca-Cola Enterprises, Inc.",3565,2010,12,1,1,583584,,,537172,113411,98187,2011,,,3461000,19.24,3.26E-05
General Motors Company,7164,2010,12,1,1,0,,,21860404,2073624,5789782,2011,,,0,38.93,54.52
Coca-Cola Company,3564,2010,12,1,1,23804617,,,4050207,2113413,1246496,2011,,,0,24.07,95.67
BNY Mellon,1464,2010,12,1,1,26827,,,448178,9474,202096,2011,,,9950000,4.23,15.25
Abbott Laboratories,64,2010,12,1,1,1338000,,,5582000,838000,771000,2011,,,0,17.55,4.58E-05
"Zimmer Holdings, Inc.",21063,2010,12,0,0,0,,,168893,6743,95718,2011,,,0,14.37,
Molex Incorporated,12363,2010,6,0,0,4145.1,,,432853,12197,246142,2011,,,0,,0.09
"Staples, Inc.",17659,2010,12,0,1,0,,,1464822,137831,408426,2011,,,0,,22
Eastman Kodak Company,5163,2010,12,1,1,0,,,4828000,1220000,311000,2011,,,3950000,,0.217
AFLAC Incorporated,362,2010,12,0,0,0,,,55135,4352,23369,2011,,,0,6.7,6.2
Ormat Technologies Inc,14061,2010,12,,0,0,,,0,0,0,2011,,,0,,
Ameren Corporation,661,2010,12,1,1,0,,,0,67068709,0,2011,,,52500000,7222,0.038
Parker-Hannifin Corporation,14360,2010,12,0,1,0,,,1508414,87172,596311,2011,,,1500000,10.6,62
Gap Inc.,7060,2010,12,1,1,53074,,,1072568,25383,495078,2011,,,2096113,3.88,3.55E-05
AMR Corporation,660,2010,12,0,1,116000,,,763661,27035000,486000,2011,,,0,351,0.00124
Xilinx Inc,22859,2010,12,1,0,0,,,62442,2056,23538,2011,,,0,,
United Technologies Corporation,19859,2010,12,1,1,66336,,,6336600,946075,968302,2011,,,0,,35.24
NRG Energy Inc,13562,2010,12,1,1,3812,,,66359000,57000000,182000,2011,,,106500,11500,6441
"The Travelers Companies, Inc.",19377,2009,12,1,1,0,,,0,37084,51388,2011,,,0,2.76,3.58E-06
"Pepco Holdings, Inc.",14578,2010,12,1,0,18392,,,324742,677815,1470578,2011,,,2496020388,602,2530
EMC Corporation,5395,2010,12,1,1,105029,,,861111,28031,318035,2011,,,3454805,7.14,2.03E-05
Dr Pepper Snapple Group Inc,4895,2010,12,0,1,228281,,,1365969,228019,177917,2011,,,0,21.36502024,7.21E-05
"Constellation Brands, Inc.",3795,2011,2,1,0,242261,,,380626,76849,39616,2011,,,13742802,28,3.90E-05
Capital One Financial,2695,2010,12,1,1,0,,,362969,14896,204719,2011,,,0,7.89,13.58
Boston Scientific Corporation,2095,2010,12,0,0,0,,,0,27000,117000,2011,,,0,,18.5
Eaton Corporation,5194,2010,9,1,1,68100,,,1660000,95000,610000,2011,,,12890651,10.1,71
U.S. BanCorp,19593,2010,12,1,0,24256,,,771721,40445,370934,2011,,,0,7.06,2.26E-05
The Chubb Corporation,3293,2010,12,0,0,0,,,30523,0,14216,2011,,,0,,
Sara Lee Corp.,16293,2010,6,1,1,3552179,,,3425300,473876,617841,2011,,,0,30.97,84.3
Ford Motor Company,6595,2010,12,1,1,0,,,16443012,1602246,3666231,2011,,,0,31.8,40.8
"Best Buy Co., Inc.",1693,2010,12,1,1,0,,,2213507,236170,704526,2011,,,2110000,13.71,2.42E-05
Janus Capital Group Inc.,9692,2010,12,0,0,0,,,169,169,0,2011,,,0,,
Dean Foods Company,4392,2010,12,1,1,127393,,,4776072,829790,740248,2011,,,0,61.9,0.00013
American Express,692,2010,12,1,1,38143,,,485195.83,32504.01,189346.55,2011,,,484483,2.84,6.17
Pilgrims Pride,14791,2010,12,0,0,0,,,1144488,471973,789124,2011,,,0,28,0.00016
Motorola Solutions,32491,2010,12,0,1,125438,,,806.6,15793.85,263440,2011,,,0,6,19163
Chevron Corporation,3191,2010,12,1,1,404000000,,,141572425,62136044,4483820,2011,,,0,1143,303.2
Bristol-Myers Squibb,2191,2010,12,1,1,73480,,,1924786,253398,270791,2011,,,0,19,26.9
Abercrombie & Fitch Co.,291,2009,12,,,,,,,7715,123149,2011,,,,,
Sigma-Aldrich Corporation,16892,2010,12,1,1,84773,,,567187,63229,148080,2011,,,1000000,26.79,9.30E-05
Abercrombie & Fitch Co.,291,2008,12,,,,,,,9332,125417,2011,,,,,
Hewlett-Packard,23195,2010,10,1,1,5850300,,,4139562870,136660,1728510,2011,,,12600000,5.74,0.0148
SunPower Corporation,30495,2010,12,1,0,13639,,,309651,9249,134816,2011,,,325315,28,64.9
Bank of America,1452,2010,12,1,1,1052130,,,4085366,119760,1752453,2011,,,2236000,,1.68E-05
"Whole Foods Market, Inc.",20699,2010,12,1,1,179995,,,752077,324141,387838,2011,,,60000,14.53,7.91E-05
Meredith Corporation,11799,2010,12,0,1,0,,,82047.62,6725,30406,2011,,,0,,
Goldman Sachs Group Inc.,7599,2009,11,,,,,,,9160,352079,2011,,,,,
Goldman Sachs Group Inc.,7599,2010,11,1,1,168250,,,786913,14645,336842,2011,,,0,10.1,8.98E-06
CH Energy Group Inc,3099,2010,12,0,0,1062720,,,39125,19049,147691,2011,,,7391964,139,0.002
"American International Group, Inc.",699,2011,6,0,0,0,,,0,0,0,2011,,,0,,
Walgreen Company,20398,2010,12,1,1,0,,,4611052,280991,1971710,2011,,,26458916,10.92,33.4
UPS,19898,2010,12,1,1,9864729,,,47631506,11712803,917695,2011,,,0,40.64,255
"Noble Energy, Inc.",13395,2009,12,1,1,0,,,10107100,2303500,151280,2011,,,1120000,1528,0.0108
Intel Corporation,9298,2010,12,1,1,43595000,,,5422071,1165284,1712724,2011,,,45000000,34,7.00E-05
Citigroup Inc.,3398,2010,12,1,1,100243,,,2185783.91,43116.32,1141732.45,2011,,,0,4.6,1.37E-05
"Autodesk, Inc.",1198,2011,1,1,1,44995,,,45274,990,5263,2011,,,200000,0.936,3.2
"Principal Financial Group, Inc.",15097,2010,12,1,1,0,,,53000,0,70766,2011,,,2000000,10,0.02
Hormel Foods,23197,2010,11,0,1,0,,,2018975,809430,621400,2011,,,0,,
CenturyLink,31497,2010,12,1,0,34678,,,2615636,167193,1203718,2011,,,113866,53,148
"MetLife, Inc.",11796,2010,12,0,1,927,,,172880,0,0,2011,,,0,,
"Integrys Energy Group, Inc.",9296,2010,12,1,0,0,,,0,11761196,0,2011,,,0,2561,2.26
"WellPoint, Inc.",20595,2010,12,0,1,84493,,,0,7151,152720,2011,,,0,4.23,3.00E-06
"DW Morgan, LLC",30498,2011,1,0,1,5406,,,579,247.9,140.7,2011,,,0,,
State Street Corporation,17690,2010,12,0,1,20855,,,286035,5683,141071,2011,,,1382469,5.13,1.68E-05
"PerkinElmer, Inc.",14590,2010,12,1,1,10227,,,116600,18663,21912,2011,,,185400,6.5,0.024
